Date,Name,Brand,Meal,Quantity,Unit,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Zinc (mg),Vitamin A (µg),Vitamin C (mg),Vitamin D (µg),B1 Thiamine (mg),B2 Riboflavin (mg),B3 Niacin (mg),B6 (mg),B9 Folate (µg),Notes
2026-05-30,Brinjal 14,IFCT 2017,Breakfast,100,g,25.3,1.56,3.27,0.35,3.87,3.71,246,14.43,0.32,19.19,30.07,0.19,134,1.83,0.89,0.06,0.1,0.46,0.07,38.99,IFCT2017:D023 | Group: Other Vegetables
2026-05-30,Brinjal 15,IFCT 2017,Breakfast,100,g,27.2,1.58,3.96,0.29,3.99,3.34,215,17.82,0.36,21.89,30.32,0.22,162,2.01,1.12,0.07,0.11,0.51,0.07,32.48,IFCT2017:D024 | Group: Other Vegetables
2026-05-30,Brinjal 16,IFCT 2017,Breakfast,100,g,24.6,1.26,3.46,0.34,3.74,3.22,294,18.33,0.32,17.06,29.86,0.19,155,1.53,0.76,0.04,0.11,0.44,0.1,30.87,IFCT2017:D025 | Group: Other Vegetables
2026-05-30,Brinjal 17,IFCT 2017,Breakfast,100,g,21.7,1.18,2.89,0.36,3.94,3.09,233,20.83,0.5,23.13,35.94,0.25,146,1.95,1.33,0.08,0.09,0.53,0.1,27.7,IFCT2017:D026 | Group: Other Vegetables
2026-05-30,Brinjal 18,IFCT 2017,Breakfast,100,g,27.7,1.47,4.1,0.33,4.38,3.63,208,16.24,0.38,15.48,28.03,0.18,130,1.97,1.01,0.04,0.1,0.57,0.07,38.27,IFCT2017:D027 | Group: Other Vegetables
2026-05-30,Brinjal 19,IFCT 2017,Breakfast,100,g,23.9,1.26,3.39,0.31,3.97,3.11,243,16.1,0.32,18.41,29.76,0.19,119,2.53,1.06,0.04,0.1,0.53,0.09,34.32,IFCT2017:D028 | Group: Other Vegetables
2026-05-30,Brinjal 20,IFCT 2017,Breakfast,100,g,23.7,1.44,3.15,0.34,3.73,3.58,239,14.36,0.33,18.51,31.21,0.2,139,2.21,1.02,0.06,0.1,0.55,0.07,33.44,IFCT2017:D029 | Group: Other Vegetables
2026-05-30,Brinjal 21,IFCT 2017,Breakfast,100,g,27.0,1.36,3.93,0.35,3.85,3.06,252,15.27,0.34,17.3,34.98,0.2,155,1.38,0.84,0.05,0.11,0.53,0.08,32.6,IFCT2017:D030 | Group: Other Vegetables
2026-05-30,Brinjal - all varieties,IFCT 2017,Breakfast,100,g,25.3,1.48,3.52,0.32,3.98,3.55,247,16.59,0.37,21,32.56,0.21,146,2.09,1.04,0.06,0.11,0.53,0.07,33.93,IFCT2017:D031 | Group: Other Vegetables
2026-05-30,Broad beans,IFCT 2017,Breakfast,100,g,29.4,3.85,2.11,0.15,8.63,20.74,362,64.37,0.94,40.18,67.97,0.61,6.38,10.98,11.58,0.12,0.1,0.76,0.23,20.46,IFCT2017:D032 | Group: Other Vegetables
2026-05-30,"Capsicum, green",IFCT 2017,Breakfast,100,g,16.3,1.11,1.84,0.34,2.06,1.84,154,14.75,0.48,11.84,23,0.15,328,123,0.7,0.05,0.03,0.56,0.15,51.85,IFCT2017:D033 | Group: Other Vegetables
2026-05-30,"Capsicum, red",IFCT 2017,Breakfast,100,g,19.8,1.47,2.14,0.47,2.19,1.7,224,15.76,0.38,19.57,30.81,0.34,246,112,0.52,0.1,0.03,0.66,0.24,62.54,IFCT2017:D034 | Group: Other Vegetables
2026-05-30,"Capsicum, yellow",IFCT 2017,Breakfast,100,g,18.6,1.35,1.95,0.41,2.19,1.56,242,19.13,0.69,17.23,43.33,0.26,166,127,0.89,0.14,0.02,0.59,0.25,66.15,IFCT2017:D035 | Group: Other Vegetables
2026-05-30,Cauliflower,IFCT 2017,Breakfast,100,g,22.9,2.15,2.03,0.44,3.71,30.72,329,25.16,0.96,23.08,47.33,0.31,1.59,47.14,1.32,0.04,0.07,0.31,0.13,45.95,IFCT2017:D036 | Group: Other Vegetables
2026-05-30,Celery stalk,IFCT 2017,Breakfast,100,g,16.5,0.98,2.33,0.24,2.09,10.68,298,38.73,1.36,17.12,44.84,0.18,465,12.3,1.39,0.03,0.04,0.48,0.06,22.48,IFCT2017:D037 | Group: Other Vegetables
2026-05-30,Cho-cho-marrow,IFCT 2017,Breakfast,100,g,18.9,0.66,3.47,0.15,1.55,1.28,120,18.64,0.48,13.05,21.61,0.1,1.57,20.21,5.46,0.01,0.03,0.23,0.07,63.03,IFCT2017:D038 | Group: Other Vegetables
2026-05-30,Cluster beans,IFCT 2017,Breakfast,100,g,40.2,3.55,4.91,0.37,4.83,4.05,301,121,3.9,81.74,45.28,0.61,241,17.96,13.72,0.05,0.03,0.71,0.12,41.24,IFCT2017:D039 | Group: Other Vegetables
2026-05-30,"Colocasia, stem, black",IFCT 2017,Breakfast,100,g,23.9,0.76,3.83,0.34,3.01,0.45,381,29.46,0.77,11.07,20.31,0.54,4.97,5.15,0.21,0.02,0.04,0.16,0.06,30.88,IFCT2017:D040 | Group: Other Vegetables
2026-05-30,"Colocasia, stem, green",IFCT 2017,Breakfast,100,g,19.4,0.91,2.86,0.22,2.33,0.6,414,40.21,0.55,19.56,30.73,0.2,2.3,5.83,0.14,0.02,0.03,0.22,0.07,25.32,IFCT2017:D041 | Group: Other Vegetables
2026-05-30,"Corn, baby",IFCT 2017,Breakfast,100,g,73.1,2.69,11.66,1.33,6.09,1.4,260,76.51,1.45,25.47,8.69,1.13,1.52,8.59,31.2,0.15,0.07,0.53,0.16,45.53,IFCT2017:D042 | Group: Other Vegetables
